ID,Target_07_AUC,Target_07_LogLoss,Target_90_AUC,Target_90_LogLoss,Target_120_AUC,Target_120_LogLoss
ID_O61SU7,9.07929555108233e-06,5.64308229485947e-06,2.85559489012155e-05,2.3498950349702e-05,5.00069461694972e-05,4.69051042287232e-05
ID_ME1YJI,0.000901576717137544,0.000814620637012165,0.000901576717137544,0.000814620637012165,0.000901576717137544,0.000814620637012165
ID_UPIF9C,0.000228451406579604,0.000265073085638267,0.000228451406579604,0.000265073085638267,0.000228451406579604,0.000265073085638267
ID_KZ7WF1,2.42815181395161e-05,2.11563084005356e-05,3.92145671267098e-05,3.49275347516373e-05,6.52367268653901e-05,6.38851572211855e-05
ID_BG3G76,3.06611929385225e-05,2.2964840386365e-05,6.22418810297405e-05,5.65106595458351e-05,6.22418810297405e-05,5.65106595458351e-05
ID_8LZPFU,3.38844034159705e-05,2.21151979565469e-05,0.000332097030289488,0.000294401830459057,0.000332097030289488,0.000294401830459057
ID_35L0LZ,0.000119596756532551,0.000113947182318169,0.000119596756532551,0.000113947182318169,0.00012494320825452,0.000120029685885869
ID_DZ9KDZ,3.46384668672874e-05,2.39722267658114e-05,9.56193346767023e-05,8.29260167419657e-05,9.56193346767023e-05,8.29260167419657e-05
ID_PTSP80,0.000188171970045769,0.000225315367952172,0.000188171970045769,0.000225315367952172,0.000188171970045769,0.000225315367952172
ID_DL0WVZ,0.00207754557521073,0.00262007399016074,0.0199458520856025,0.0240708085221904,0.0199458520856025,0.0240708085221904
ID_A6J8PW,9.34544517895182e-06,5.66533140612412e-06,0.000180393101206983,0.000154342247664126,0.000180393101206983,0.000169558179124891
ID_0E6AWX,0.000114582393998326,0.000130277358690666,0.000114582393998326,0.000130277358690666,0.000114582393998326,0.000130277358690666
ID_R69I7Q,3.78440569071943e-05,2.31685248521572e-05,0.000243966240715955,0.000225784418330902,0.000437848878590268,0.000422730476250531
ID_5IF81A,5.89660453274129e-05,5.46066768397305e-05,9.0844766426215e-05,8.57301357667522e-05,9.6973862683796e-05,9.36235784546835e-05
ID_5TKD3W,9.43514604960434e-05,9.22725823814726e-05,0.000289396337663527,0.000253334374390948,0.000289396337663527,0.000270539393858446
ID_QB7IZK,3.29992505004954e-05,2.79470752862426e-05,4.20936436970473e-05,3.70662936981503e-05,6.5043314919098e-05,6.16200100933353e-05
ID_G7GMXZ,0.000192820948171425,0.000208581927231658,0.000213146574646469,0.000208581927231658,0.000213146574646469,0.000208581927231658
ID_3HJ5U2,0.492698860452449,0.513999769364695,0.492698860452449,0.513999769364695,0.492698860452449,0.513999769364695
ID_D54YT9,1.59354334457066e-05,9.87285480327259e-06,8.96098919324125e-05,7.81628190851039e-05,8.96098919324125e-05,7.81628190851039e-05
ID_86AMRV,1.51851570004133e-05,1.03891173390029e-05,6.24214064966317e-05,5.64191096531935e-05,8.32879058476672e-05,8.04523663128275e-05
ID_VK9ROW,3.1510272785249e-05,2.26065409587979e-05,5.97168727305761e-05,5.14423585262155e-05,5.97168727305761e-05,5.14423585262155e-05
ID_GY618Y,3.27268001655382e-05,2.81139669056514e-05,4.62464844112914e-05,4.16425819006659e-05,5.49548195692789e-05,5.25041599806688e-05
ID_G8ISGB,1.75091447738534e-05,1.23946060837127e-05,3.87417152703758e-05,3.1897570708782e-05,4.44355446717983e-05,4.12127100488292e-05
ID_L6LXEE,0.00140208701209223,0.00131041783313658,0.00286010887297303,0.0028573086422667,0.00301621127666856,0.00307073299461064
ID_I6YHZD,0.000158421766794156,0.0001724443396167,0.000215457638008055,0.000225012356351104,0.000215457638008055,0.000225012356351104
ID_P86BG6,3.16959257524335e-05,2.380142453296e-05,0.000119735490253375,0.000108504618866535,0.000119735490253375,0.000108504618866535
ID_9ZHQSC,3.97400427559077e-05,3.55617414746006e-05,6.10353335867487e-05,5.60551315021098e-05,6.10353335867487e-05,5.60551315021098e-05
ID_O9X1LL,6.98488829177064e-05,6.57325049335114e-05,9.75371766515226e-05,8.87587795163018e-05,0.000101573029572144,0.00010031501178957
ID_K4ZNMT,4.5839014162037e-06,2.98833207084134e-06,2.04498483866518e-05,1.77589497489555e-05,2.60660950152147e-05,2.53424401094992e-05
ID_QJGRN9,0.00022756668069431,0.000246377828559125,0.00022756668069431,0.000246377828559125,0.000364027691508295,0.000394295253505096
ID_9TOISM,3.65609794854049e-05,2.74517299705641e-05,5.01787902465748e-05,4.56749656246891e-05,5.01787902465748e-05,4.56749656246891e-05
ID_GBKQ4A,0.000101781821146709,8.81064828236359e-05,0.000238027973707331,0.000231898899534376,0.000238027973707331,0.00024795298114532
ID_A8FL82,4.54866626028699e-05,3.36459046423518e-05,0.00119695859002756,0.00115253734101143,0.00119695859002756,0.00115253734101143
ID_G2O1VD,0.000615237110629233,0.000552375814290524,0.000615237110629233,0.000552375814290524,0.000615237110629233,0.000552375814290524
ID_MB89IP,0.000118727020501783,0.00012531835024334,0.00012691657341908,0.00012531835024334,0.00012691657341908,0.00012531835024334
ID_UJJ1IK,0.000939894312873319,0.000745047089092064,0.000939894312873319,0.000745047089092064,0.000939894312873319,0.000745047089092064
ID_0I4S28,7.31554600648803e-06,4.34952417832332e-06,2.73172684050477e-05,2.23366412219156e-05,5.00495147479387e-05,4.62999309074213e-05
ID_WGGUI2,0.000407199866184241,0.000492092279782909,0.000407199866184241,0.000492092279782909,0.000407199866184241,0.000492092279782909
ID_9561UW,0.000978904798039116,0.000894498467205219,0.00249365379816992,0.00283557931859982,0.00249365379816992,0.00283557931859982
ID_9TYH5Y,1.11528004086514e-05,6.46760052134697e-06,5.05481682980731e-05,4.20762133553467e-05,5.05481682980731e-05,4.44761483281202e-05
ID_EEFOWD,3.09182907567548e-05,2.34230395615572e-05,7.63049707716753e-05,6.97942457525545e-05,7.63049707716753e-05,6.97942457525545e-05
ID_BLCTDI,2.50394255893446e-05,2.42633812160985e-05,2.50394255893446e-05,2.42633812160985e-05,3.12172918326164e-05,2.98798657576985e-05
ID_1DUVNN,2.60815515293427e-05,1.84625971589121e-05,4.0575884708967e-05,3.43661570749197e-05,4.0575884708967e-05,3.43661570749197e-05
ID_PJRXEY,2.81673315251862e-05,1.83891034919345e-05,0.00189218036445303,0.00200257192361362,0.00189218036445303,0.00200257192361362
ID_IIJINI,0.000772121316259118,0.000791721657337729,0.000772121316259118,0.000791721657337729,0.00134844659766535,0.00137612534333313
ID_RZ9Y4F,0.0269714947361377,0.0278583036588813,0.0777687193967245,0.077361028102538,0.0777687193967245,0.077361028102538
ID_OZU9F0,0.00132641695601281,0.00114091039842599,0.00132641695601281,0.00114091039842599,0.00132641695601281,0.00122422983236896
ID_GBJJLZ,6.94478803048649e-05,5.29375420616796e-05,0.000180703587825887,0.000156218560695842,0.000180703587825887,0.000156218560695842
ID_FELSNU,0.000170114187304115,0.000209087276992786,0.000179300411900886,0.000209087276992786,0.000179300411900886,0.000209087276992786
ID_LFVE77,1.49397298376214e-05,1.06108536440075e-05,9.76258936262757e-05,8.74912284704167e-05,0.000142861894109059,0.000142950356209253
ID_7GZXR0,3.98776112618524e-05,3.55644391394054e-05,6.57636406479055e-05,5.87188092652e-05,8.37219628623074e-05,8.17082306990175e-05
ID_0LNF2H,4.71314854110058e-05,3.75442078169201e-05,8.9142490131232e-05,8.40119558635095e-05,8.9142490131232e-05,8.40119558635095e-05
ID_WEUPHB,2.04298184059811e-05,1.32658964016044e-05,7.64383824240469e-05,6.6261317521785e-05,8.60839469752363e-05,8.18893352094105e-05
ID_TCPBQ5,5.0943374271954e-05,4.54729915659807e-05,5.0943374271954e-05,4.54729915659807e-05,5.0943374271954e-05,4.54729915659807e-05
ID_L18EB0,0.000665438198456115,0.000689024587104957,0.000795971949797441,0.000855485362904113,0.000795971949797441,0.000855485362904113
ID_HRPHAH,1.75607014400696e-05,1.4235454965822e-05,0.000154174847074698,0.000153021016640289,0.000334929496473081,0.000351641505810176
ID_ZKA4ZO,0.0253228548096056,0.0219488951665488,0.0253228548096056,0.0231881434916476,0.0253228548096056,0.0231881434916476
ID_ITWWC2,6.77019738179048e-05,6.94304672844838e-05,0.00022269583622068,0.000231624594504643,0.00022269583622068,0.000231624594504643
ID_HAGZ8S,1.31571945507055e-05,9.16746673496871e-06,2.97361122307564e-05,2.43663926598271e-05,2.97361122307564e-05,2.43663926598271e-05
ID_X2EZX0,5.09585349593226e-05,3.58787638677902e-05,0.000135696386258498,0.00012325254444164,0.000193052612807353,0.000182925105891446
ID_4M0YMS,2.55963036392336e-05,2.24466949355727e-05,2.55963036392336e-05,2.24466949355727e-05,2.55963036392336e-05,2.39006265595151e-05
ID_V7WQM1,6.06949064509044e-05,5.74610520359946e-05,9.77429594880441e-05,8.70017444677078e-05,9.77429594880441e-05,8.70017444677078e-05
ID_CF06U6,2.63337868591929e-05,2.20809775932177e-05,4.69302502792267e-05,4.23850221925245e-05,4.69302502792267e-05,4.23850221925245e-05
ID_0ISQF0,0.0603385451463211,0.0631427006744003,0.0603385451463211,0.0631427006744003,0.0973941136219603,0.105387582205198
ID_JEO0RE,0.000144228281453232,0.000150918779619216,0.000144228281453232,0.000150918779619216,0.000144228281453232,0.000150918779619216
ID_9CKT1G,0.000124993401683576,0.000120302988787261,0.000300796262066111,0.000290426259555215,0.000300796262066111,0.000290426259555215
ID_GKSEUX,3.96057874844592e-05,3.33014637489111e-05,3.96057874844592e-05,3.33014637489111e-05,5.17091500487362e-05,4.92738075863622e-05
ID_SA0EJV,5.24816337224879e-05,5.01596129894648e-05,5.24816337224879e-05,5.01596129894648e-05,5.24816337224879e-05,5.01596129894648e-05
ID_LQCAHB,0.00011216394865771,7.60130036675654e-05,0.000720103631257268,0.00071485700161128,0.000883338804824807,0.0010108955063218
ID_X20N3V,1.8133115965528e-05,1.28884572072306e-05,5.43184581106504e-05,5.0036541545505e-05,6.50394271553284e-05,6.20456945651625e-05
ID_8T676E,6.9658574916188e-05,6.77868523040192e-05,0.000174140613645064,0.000161749318597348,0.000174140613645064,0.000161749318597348
ID_7ILHH1,3.17812169969542e-05,2.50449438286469e-05,3.17812169969542e-05,2.50449438286469e-05,4.93925241562014e-05,4.71183423005636e-05
ID_OICH3X,5.26930854447724e-05,4.50495833042571e-05,9.8576832216659e-05,8.8087281298308e-05,9.8576832216659e-05,8.94780574296464e-05
ID_W0DZUH,0.00073034975647599,0.000866977712539402,0.00073034975647599,0.000866977712539402,0.00073034975647599,0.000866977712539402
ID_FJEDHF,1.09335308457098e-05,7.08006389588867e-06,9.61528833594148e-05,8.58893263066227e-05,0.000108243648756265,0.000104889220450294
ID_FO98FY,0.00126102920858823,0.00105245990920684,0.00126102920858823,0.00105245990920684,0.00126102920858823,0.00105245990920684
ID_DHPPV2,6.15856402324423e-06,4.16427251081577e-06,1.92847632685465e-05,1.64675491028913e-05,2.02272959368564e-05,1.88007516764952e-05
ID_0YXO2D,4.10988834756288e-05,3.31249958149138e-05,8.35286860937522e-05,7.68239794681161e-05,8.35286860937522e-05,7.68239794681161e-05
ID_5QZP6R,0.000119418885010724,0.000124767541906651,0.000119418885010724,0.000124767541906651,0.000119418885010724,0.000124767541906651
ID_S9JF8F,0.00637082101340915,0.00660090052265069,0.00637082101340915,0.00660090052265069,0.0151253275249429,0.0168242515221247
ID_TWO5KW,0.000298218491848248,0.000263685937261939,0.000483102157973173,0.000465980799296303,0.000483102157973173,0.000465980799296303
ID_9JAOHA,0.000109935835504141,0.000109660499209166,0.00026079565126369,0.000262540849165691,0.00026079565126369,0.000262540849165691
ID_ZHUK1S,0.00399365835866199,0.00414657223467321,0.00659048670407597,0.00722896084347607,0.00659048670407597,0.00722896084347607
ID_WZZ662,0.000111270446095086,0.000114041488155068,0.000111270446095086,0.000114041488155068,0.000120444463931469,0.000120344425580362
ID_PR92PR,1.66539055092202e-05,1.20699569389107e-05,0.000274535449926954,0.000251944518945529,0.000274535449926954,0.000251944518945529
ID_MNB1L3,1.67546122798055e-05,1.33020018462534e-05,6.5307185617287e-05,5.90286522733352e-05,7.26439861825507e-05,7.00987288774841e-05
ID_19O4B5,2.40107228437776e-05,1.84951982960572e-05,6.80094234612604e-05,6.29969373878732e-05,7.49565072710777e-05,7.28999222134857e-05
ID_RLR27L,8.70096141690281e-05,9.06847913151032e-05,8.70096141690281e-05,9.06847913151032e-05,8.70096141690281e-05,9.06847913151032e-05
ID_RNX724,0.000140586852875003,0.000138343001009888,0.000140586852875003,0.000138343001009888,0.000140586852875003,0.000138343001009888
ID_45LBG7,4.03502899368955e-05,2.84906753079292e-05,0.000653899043434329,0.000688359999083848,0.00077881692242921,0.000818059513297323
ID_NH7ABP,2.51818575376771e-05,1.93632051003797e-05,9.18832692395078e-05,7.79513909288621e-05,9.18832692395078e-05,7.79513909288621e-05
ID_SW0MA1,0.000288017721798347,0.000297178868334648,0.000791001230680903,0.000812557003580002,0.000791001230680903,0.000812557003580002
ID_F6RQR5,9.51249371885691e-05,9.89234738229415e-05,9.51249371885691e-05,9.89234738229415e-05,9.51249371885691e-05,9.89234738229415e-05
ID_3YY9DP,4.14527509619877e-05,3.49321112198885e-05,7.37215117948313e-05,6.46531488027115e-05,7.37215117948313e-05,6.46531488027115e-05
ID_E04V5D,8.95075191262831e-05,8.58140814900381e-05,9.46925858014769e-05,9.04990414752394e-05,9.46925858014769e-05,9.04990414752394e-05
ID_ITNBRH,0.0116779424231724,0.0117247355690434,0.0116779424231724,0.0117247355690434,0.0130207403187687,0.014060570455495
ID_BK64SS,0.000155096817050994,0.000145609540672795,0.00018167282114714,0.00017495251869086,0.00018167282114714,0.00017495251869086
ID_JZPTYE,2.22688189043279e-05,1.86013119332999e-05,6.41796690827349e-05,5.77872929931331e-05,6.41796690827349e-05,5.77872929931331e-05
ID_F4C1ZX,8.00104300726266e-05,8.38978874085438e-05,8.00104300726266e-05,8.38978874085438e-05,8.00104300726266e-05,8.38978874085438e-05
ID_IC7OWJ,8.14855884893263e-05,5.77241452909138e-05,0.000625499145935369,0.000528702201208702,0.000762367502998645,0.000710773325623501
ID_SNEFWM,0.00616592472407176,0.00675766958357911,0.00616592472407176,0.00675766958357911,0.00630308631024575,0.00675766958357911
ID_Z100EY,7.07469531008658e-05,7.08959505452906e-05,7.07469531008658e-05,7.08959505452906e-05,7.07469531008658e-05,7.08959505452906e-05
ID_HEFVRV,0.000833787235669731,0.000666126505948039,0.00505786601021741,0.00516474073665538,0.00505786601021741,0.00516474073665538
ID_TG0ZNO,0.000241002736587825,0.000247458928530198,0.000241002736587825,0.000247458928530198,0.000241002736587825,0.000247458928530198
ID_K3NMVQ,4.04300995572348e-05,3.69780968968595e-05,6.67868065111162e-05,5.98838753150462e-05,8.41322207841042e-05,8.23458614867621e-05
ID_OD3P35,5.72965840604924e-05,4.46918381992113e-05,0.000126535815168934,0.000125867967219863,0.00017535396885209,0.000182972202668284
ID_IVHQHJ,0.000694751378145858,0.000654940067815702,0.000904653210275041,0.000926851823505482,0.00094650935214296,0.000987506195586142
ID_4SE3OH,6.22800012925389e-05,5.62218275262759e-05,0.000196789282843084,0.000184480648226055,0.000196789282843084,0.000184480648226055
ID_BAL7PW,1.95168784104426e-05,1.47453621100746e-05,6.81382574611296e-05,6.31262975375185e-05,0.000101055953300454,9.81609069340972e-05
ID_E03C34,4.68788715916752e-05,4.18607330908222e-05,4.68788715916752e-05,4.18607330908222e-05,4.68788715916752e-05,4.18607330908222e-05
ID_XE4IEV,6.82150735583326e-05,4.89479968577923e-05,0.00018912396519129,0.000163304912709702,0.000244933472928518,0.000241211771580533
ID_4D3I04,3.31131863611348e-05,3.377967678293e-05,3.31131863611348e-05,3.377967678293e-05,3.31131863611348e-05,3.377967678293e-05
ID_SPCQ85,4.76768531764127e-06,2.9870801968631e-06,3.76007643506576e-05,3.15650793339453e-05,3.76007643506576e-05,3.16858289139219e-05
ID_RHJPOV,0.00127611169754038,0.000911463717366052,0.00174458498489469,0.00151171661949155,0.00174458498489469,0.00163641119469252
ID_E6FA1Y,0.00292291913924373,0.00283414150523993,0.00292291913924373,0.00283414150523993,0.00292291913924373,0.00283414150523993
ID_ULO27X,0.00103494826431387,0.000978190959354795,0.00134555008122039,0.00133630719772288,0.00201660278067698,0.00234455413041854
ID_W15EIN,0.00133952443365112,0.00130978332991178,0.00133952443365112,0.00130978332991178,0.00142932126330574,0.00159738831853462
ID_BRODNS,0.00115498327684995,0.00112480949113739,0.00590515903641418,0.00592384834156034,0.00590515903641418,0.00592384834156034
ID_7X97V1,5.33669005431013e-05,4.88182712893418e-05,5.33669005431013e-05,4.88182712893418e-05,5.33669005431013e-05,4.88182712893418e-05
ID_AFMCOW,9.28547074831305e-05,9.33723016328294e-05,0.000105238489520391,9.65597387843887e-05,0.000124702991562531,0.000124388522784962
ID_OWB724,2.35146378715036e-05,1.60231905124269e-05,0.000135445178079546,0.000127914636233135,0.000166348676234597,0.000155854053256027
ID_0NSO7P,5.892758359036e-06,3.7136519855845e-06,3.83219915805412e-05,3.23159165632326e-05,3.83219915805412e-05,3.23159165632326e-05
ID_ABA2EL,0.000100787902658734,7.39170006896665e-05,0.000204613979651393,0.000189880651555638,0.000204613979651393,0.000189880651555638
ID_01FXDQ,0.000572054483124864,0.00068025739697985,0.000572054483124864,0.00068025739697985,0.000572054483124864,0.00068025739697985
ID_WE8RKW,8.43717920420541e-05,8.74473354331792e-05,0.000216425660537501,0.000217071574825555,0.000216425660537501,0.000217071574825555
ID_UK4G6M,3.83394159273163e-05,3.16916541443608e-05,3.83394159273163e-05,3.16916541443608e-05,3.83394159273163e-05,3.27286045918692e-05
ID_ZQ48WV,2.93495439657002e-05,1.7432254130728e-05,4.09658641989347e-05,3.35143061063744e-05,4.09658641989347e-05,3.45496536023452e-05
ID_V2FWTM,1.549151677642e-05,1.15490794606799e-05,3.7061403287328e-05,3.23919956570295e-05,3.92179100619564e-05,3.69622647029456e-05
ID_X2RBI1,0.000150663471222427,0.000154211103015985,0.000150663471222427,0.000154211103015985,0.000176660563089249,0.00017974106905593
ID_T0N43N,2.51079109495682e-05,1.64925977495523e-05,9.56722171031242e-05,8.87092190282576e-05,9.56722171031242e-05,8.87092190282576e-05
ID_USJ774,6.57721056889981e-05,5.93632878287889e-05,6.57721056889981e-05,5.93632878287889e-05,6.57721056889981e-05,5.93632878287889e-05
ID_KL4MG7,3.1308116237813e-05,2.67081095502381e-05,4.64088643816474e-05,4.18129607513359e-05,4.64088643816474e-05,4.32342437896099e-05
ID_O4DJ6G,1.64431422343908e-05,1.17348216463274e-05,0.000129358286466832,0.000114566793725251,0.000155590614424673,0.000148573574483029
ID_5HSQYT,1.47502839576129e-05,8.67468959548292e-06,0.000285587442338915,0.000245975096015688,0.000285587442338915,0.000245975096015688
ID_VM84AE,0.0155365314534717,0.0109630227483552,0.0233896752345453,0.0209487146946422,0.0288182906397899,0.0295247977432662
ID_VEMXQ2,2.45393730113541e-05,1.65912896386512e-05,5.34332601446432e-05,4.74213622561992e-05,8.56134064562809e-05,8.58163711399468e-05
ID_YZ2N8C,0.000894981439782744,0.00108345849855877,0.000894981439782744,0.00108345849855877,0.000894981439782744,0.00108345849855877
ID_6FCK76,4.666209519725e-05,3.95569842927921e-05,4.666209519725e-05,3.95846431450531e-05,8.60430636168245e-05,8.26568542790545e-05
ID_TQK7PN,2.57397196497827e-05,2.03524751881868e-05,3.71197147388766e-05,3.2884148574983e-05,8.85517651366329e-05,8.40511926126584e-05
ID_5W8IQ2,1.21779230339458e-05,8.12919688468998e-06,6.56788750660757e-05,5.97384741056745e-05,6.81116478926298e-05,6.56476577545637e-05
ID_HGDR69,4.78438678899644e-05,4.65021450559911e-05,0.000140875931921982,0.000132574565719095,0.000140875931921982,0.000132574565719095
ID_UDX6J6,3.54419433022489e-05,3.38152467776277e-05,3.54419433022489e-05,3.38152467776277e-05,3.87075620687018e-05,3.71630149795394e-05
ID_XFXZM5,4.14124068610257e-05,2.98655591420762e-05,4.14124068610257e-05,2.98655591420762e-05,4.14124068610257e-05,3.82717545776471e-05
ID_72DBE5,0.000106872170757611,7.8306938986104e-05,0.000422216866255502,0.000397570974571161,0.000422216866255502,0.000397570974571161
ID_L8XKD7,2.02957782112467e-05,1.18434513818863e-05,6.90309677735233e-05,5.71945966622048e-05,6.90309677735233e-05,5.83036556819931e-05
ID_WSV31O,2.72752510563805e-05,2.61711328600437e-05,0.000131610781755283,0.000129576254786657,0.000131610781755283,0.000129576254786657
ID_FHTL2A,8.06868929294228e-05,7.18223575882665e-05,0.000281525036607659,0.000268755779868753,0.000281525036607659,0.000268755779868753
ID_Y1VP8I,1.99716869335398e-05,1.31961993645189e-05,7.05218744055897e-05,6.14357174613512e-05,7.05218744055897e-05,6.14357174613512e-05
ID_ATBCP0,0.000127723627235992,0.000124927502077915,0.00021632195205055,0.000227776260152102,0.00021632195205055,0.000227776260152102
ID_X3Q9JX,0.000123834936961222,0.000131098448803714,0.000123834936961222,0.000131098448803714,0.000123834936961222,0.000131098448803714
ID_REZOW5,3.32371144850735e-05,2.5427976397827e-05,0.000115939563411896,0.000112335552765914,0.000115939563411896,0.000112335552765914
ID_XGW2O2,5.55480105943059e-05,4.96013001928249e-05,5.55480105943059e-05,4.96013001928249e-05,5.55480105943059e-05,4.96013001928249e-05
ID_JGO3WB,3.98776112618524e-05,3.55644391394054e-05,6.57636406479055e-05,5.87188092652e-05,8.37219628623074e-05,8.17082306990175e-05
ID_DMJWXV,1.03355690730888e-05,7.11372907137771e-06,2.9762101747729e-05,2.47565115815378e-05,4.00261137221618e-05,3.76733861132415e-05
ID_9P61Y7,9.04701880932474e-05,8.42064552564349e-05,9.04701880932474e-05,8.42064552564349e-05,9.04701880932474e-05,8.42064552564349e-05
ID_Y9ZFHB,6.54541842614377e-06,4.13672697331311e-06,3.81186868345718e-05,3.22411860135871e-05,4.71388070773648e-05,4.46089794072855e-05
ID_IIL1YE,3.91987606551315e-05,2.76674461567137e-05,0.00028336841805585,0.000285879693142018,0.00028336841805585,0.000285879693142018
