ID,Target_07_AUC,Target_90_AUC,Target_120_AUC,Target_07_LogLoss,Target_90_LogLoss,Target_120_LogLoss
ID_EI276D,0.8552280914736141,0.7181607768643653,0.6720046556039686,0.8552280914736141,0.7181607768643653,0.6720046556039686
ID_WY9YFZ,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_VGITCI,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05
ID_NHFYZX,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_PZPP2T,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_YSGK3Y,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375
ID_RT29AK,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_AUK2TM,0.0790825419524437,0.06132280115954018,0.060854882947105414,0.0790825419524437,0.06132280115954018,0.060854882947105414
ID_QZA91L,0.0790825419524437,0.06132280115954018,0.060854882947105414,0.0790825419524437,0.06132280115954018,0.060854882947105414
ID_CWTE3D,0.671124834861575,0.5471819850757295,0.5118600922667227,0.671124834861575,0.5471819850757295,0.5118600922667227
ID_E04V5D,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375
ID_XTGV9Y,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05
ID_ADLLTR,6.351903496148531e-05,0.00032360161483942966,0.0007569314618032442,6.351903496148531e-05,0.00032360161483942966,0.0007569314618032442
ID_938PPA,1.1725482553518608e-05,0.0005406179476758307,0.0005217430036842843,1.1725482553518608e-05,0.0005406179476758307,0.0005217430036842843
ID_68PA5Q,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05
ID_EJJIM0,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_9EEUE8,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466
ID_EZ948R,0.07683412844763148,0.06551978741140572,0.0679062997252904,0.07683412844763148,0.06551978741140572,0.0679062997252904
ID_E0HFQZ,0.0003167427704594364,0.0006140092216016843,0.0013875439223750181,0.0003167427704594364,0.0006140092216016843,0.0013875439223750181
ID_KGXIB9,0.014994230829536149,0.035675334366887,0.04777843806165695,0.014994230829536149,0.035675334366887,0.04777843806165695
ID_ZXY6XK,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375
ID_TEKWLH,0.0003167427704594364,0.0006140092216016843,0.0013875439223750181,0.0003167427704594364,0.0006140092216016843,0.0013875439223750181
ID_BWUBOA,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375
ID_0KPGAQ,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375
ID_3LJO3C,0.00021773560300260031,0.0004907602110234665,0.0012473958622846748,0.00021773560300260031,0.0004907602110234665,0.0012473958622846748
ID_WRG2RD,0.00015798322138869283,0.0012584272336486437,0.0009786539430553735,0.00015798322138869283,0.0012584272336486437,0.0009786539430553735
ID_4K4IHE,0.0003890639140911127,0.0006428199388060832,0.0011897110345612679,0.0003890639140911127,0.0006428199388060832,0.0011897110345612679
ID_U9Z9PF,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05
ID_HX6A7Q,0.14171857256923998,0.11611948071572524,0.09379218796815572,0.14171857256923998,0.11611948071572524,0.09379218796815572
ID_CB9JIH,0.8552280914736141,0.7181607768643653,0.6720046556039686,0.8552280914736141,0.7181607768643653,0.6720046556039686
ID_HP3OJC,0.8552280914736141,0.7181607768643653,0.6720046556039686,0.8552280914736141,0.7181607768643653,0.6720046556039686
ID_15CTIR,0.0790825419524437,0.06132280115954018,0.060854882947105414,0.0790825419524437,0.06132280115954018,0.060854882947105414
ID_A7QLXN,0.0009444879123109513,0.0015124498031563812,0.004627371995719985,0.0009444879123109513,0.0015124498031563812,0.004627371995719985
ID_97B102,0.07683412844763148,0.06551978741140572,0.0679062997252904,0.07683412844763148,0.06551978741140572,0.0679062997252904
ID_2JV0A5,0.7743275498712789,0.6886372073082038,0.6360182091965954,0.7743275498712789,0.6886372073082038,0.6360182091965954
ID_4BHS4D,0.008973248904228915,0.037814289173510686,0.037684545634671406,0.008973248904228915,0.037814289173510686,0.037684545634671406
ID_475FQ7,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466
ID_OOU6SR,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_K9F2L9,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466
ID_HVXRWN,0.008973248904228915,0.037814289173510686,0.037684545634671406,0.008973248904228915,0.037814289173510686,0.037684545634671406
ID_OD84X2,0.8552280914736141,0.7181607768643653,0.6720046556039686,0.8552280914736141,0.7181607768643653,0.6720046556039686
ID_S015G9,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375
ID_SV5TAT,0.02072236257008359,0.04517168116026489,0.04884753573692417,0.02072236257008359,0.04517168116026489,0.04884753573692417
ID_CDCTHP,0.00015798322138869283,0.0012584272336486437,0.0009786539430553735,0.00015798322138869283,0.0012584272336486437,0.0009786539430553735
ID_AROTJX,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_EHAJ1K,0.06833107588444914,0.06203320539510868,0.0693219928491197,0.06833107588444914,0.06203320539510868,0.0693219928491197
ID_IEX25G,0.00021773560300260031,0.0004907602110234665,0.0012473958622846748,0.00021773560300260031,0.0004907602110234665,0.0012473958622846748
ID_W88WIY,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466,0.00027720858142485084,0.00043832719896700755,0.0007699181456683466
ID_J6RJJ3,0.8552280914736141,0.7181607768643653,0.6720046556039686,0.8552280914736141,0.7181607768643653,0.6720046556039686
ID_HXXXEO,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_X4RW56,0.06833107588444914,0.06203320539510868,0.0693219928491197,0.06833107588444914,0.06203320539510868,0.0693219928491197
ID_R34IVE,0.46239891505880204,0.3818916988030693,0.2670540243747895,0.46239891505880204,0.3818916988030693,0.2670540243747895
ID_42HTPO,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05,1.4978807219022329e-05,8.710336187517267e-05,9.330053486887306e-05
ID_S29RDB,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375,0.00024900944070015054,0.00031182107701027695,0.0006224258979417375
ID_D92BW9,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_LM303R,6.351903496148531e-05,0.00032360161483942966,0.0007569314618032442,6.351903496148531e-05,0.00032360161483942966,0.0007569314618032442
ID_9D1349,0.007549773393299183,0.020596226367952226,0.028688674498529847,0.007549773393299183,0.020596226367952226,0.028688674498529847
ID_YXYTNR,0.07125834031074571,0.056969243495620894,0.07104704228545286,0.07125834031074571,0.056969243495620894,0.07104704228545286
ID_LGBT94,0.8552280914736141,0.7181607768643653,0.6720046556039686,0.8552280914736141,0.7181607768643653,0.6720046556039686
ID_F5D4F1,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_LCRAB6,0.007549773393299183,0.020596226367952226,0.028688674498529847,0.007549773393299183,0.020596226367952226,0.028688674498529847
ID_2S8CNZ,0.00015798322138869283,0.0012584272336486437,0.0009786539430553735,0.00015798322138869283,0.0012584272336486437,0.0009786539430553735
ID_1SGSZE,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493,0.00015863956893221863,0.0004292619054687837,0.0005789570226627493
ID_KKBQQS,0.07125834031074571,0.056969243495620894,0.07104704228545286,0.07125834031074571,0.056969243495620894,0.07104704228545286
ID_XMDQ0Y,1.906834947085864e-05,5.5751432011821745e-05,7.110190704784426e-05,1.906834947085864e-05,5.5751432011821745e-05,7.110190704784426e-05
ID_J1LSS5,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05
ID_UKASHO,2.5900545114674444e-05,9.833753908289247e-05,0.00018674000475089574,2.5900545114674444e-05,9.833753908289247e-05,0.00018674000475089574
ID_3RTT5L,0.5708934104180053,0.43211580724092863,0.3775381671757945,0.5708934104180053,0.43211580724092863,0.3775381671757945
ID_HWGAEQ,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_U0LN1Z,0.5903514334596198,0.4784065656821241,0.37900417960662613,0.5903514334596198,0.4784065656821241,0.37900417960662613
ID_XCBXS7,0.3002413428365668,0.21203826227090591,0.16724233771776925,0.3002413428365668,0.21203826227090591,0.16724233771776925
ID_YFDC0M,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05
ID_RCNWC6,0.6040577175061054,0.376468601707802,0.3151498922137157,0.6040577175061054,0.376468601707802,0.3151498922137157
ID_671WLE,0.3603545074021628,0.3444801479623253,0.3203836769511667,0.3603545074021628,0.3444801479623253,0.3203836769511667
ID_JXJ5V1,1.8584216166239016e-05,7.494863836759349e-05,8.222058144730953e-05,1.8584216166239016e-05,7.494863836759349e-05,8.222058144730953e-05
ID_QMT9FM,0.8240134870986839,0.6079791140071847,0.5397167541034624,0.8240134870986839,0.6079791140071847,0.5397167541034624
ID_VUL81Z,1.643811535927455e-05,4.65108575548562e-05,7.937435406536041e-05,1.643811535927455e-05,4.65108575548562e-05,7.937435406536041e-05
ID_MRZSZ3,1.906834947085864e-05,5.5751432011821745e-05,7.110190704784426e-05,1.906834947085864e-05,5.5751432011821745e-05,7.110190704784426e-05
ID_8HVUID,0.0001535862826484022,0.00021085652307912625,0.00021713928097404412,0.0001535862826484022,0.00021085652307912625,0.00021713928097404412
ID_3410TA,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_ETZB50,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_C19QG9,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_L44KDR,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_4DI6LA,6.431071992184322e-05,0.00011048665737702976,8.314215214503897e-05,6.431071992184322e-05,0.00011048665737702976,8.314215214503897e-05
ID_MLY1IW,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05
ID_93HGEN,0.35405910087878495,0.34349455204553886,0.3047598312575453,0.35405910087878495,0.34349455204553886,0.3047598312575453
ID_LIHISF,4.546199582464704e-05,0.00010995716034393652,0.0001230116384643386,4.546199582464704e-05,0.00010995716034393652,0.0001230116384643386
ID_WE6D86,1.643811535927455e-05,4.65108575548562e-05,7.937435406536041e-05,1.643811535927455e-05,4.65108575548562e-05,7.937435406536041e-05
ID_GPFY9L,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05
ID_RODTO0,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05
ID_RX87BE,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_38DTWE,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_OZURHC,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_C837CJ,1.8584216166239016e-05,7.494863836759349e-05,8.222058144730953e-05,1.8584216166239016e-05,7.494863836759349e-05,8.222058144730953e-05
ID_P91IX6,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_8NF6B2,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05
ID_4TNPPX,0.00013980150697579256,0.0002414404686530539,0.00022096431602349728,0.00013980150697579256,0.0002414404686530539,0.00022096431602349728
ID_B3KWIH,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_SG931P,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085
ID_BEPICH,8.664428135977576e-05,0.00011709887045915884,0.00011008194658938502,8.664428135977576e-05,0.00011709887045915884,0.00011008194658938502
ID_08XJFG,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085
ID_D3YDST,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05,2.5353831450724913e-05,8.187331877571619e-05,9.828564990966649e-05
ID_I6YHZD,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085
ID_85J874,2.6125416905739167e-05,6.701111254406781e-05,7.419921247359978e-05,2.6125416905739167e-05,6.701111254406781e-05,7.419921247359978e-05
ID_VQEIBY,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085,3.554496346295763e-05,0.00011903602443121752,0.00012992971240420085
ID_0JQSZK,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284,2.260603936776447e-05,5.393355465107534e-05,0.00012371178776562284
ID_JIDZNT,1.643811535927455e-05,4.65108575548562e-05,7.937435406536041e-05,1.643811535927455e-05,4.65108575548562e-05,7.937435406536041e-05
ID_15PDE4,1.906834947085864e-05,5.5751432011821745e-05,7.110190704784426e-05,1.906834947085864e-05,5.5751432011821745e-05,7.110190704784426e-05
ID_PKN25B,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_D5RQPV,0.000458114938049806,0.0022292877776247605,0.005150951762219877,0.000458114938049806,0.0022292877776247605,0.005150951762219877
ID_0QRDVL,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_LCBLI1,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05
ID_RC9RKR,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_HFEO8Z,0.000458114938049806,0.0022292877776247605,0.005150951762219877,0.000458114938049806,0.0022292877776247605,0.005150951762219877
ID_EFQEXF,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_9UK4KJ,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05
ID_VEMXQ2,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05
ID_VGN8QR,4.011839521061316e-05,3.5974666970810414e-05,5.05114532771007e-05,4.011839521061316e-05,3.5974666970810414e-05,5.05114532771007e-05
ID_04QBJK,0.00018596783539517162,0.0014997638727899554,0.0026605225095567855,0.00018596783539517162,0.0014997638727899554,0.0026605225095567855
ID_M6902J,0.000458114938049806,0.0022292877776247605,0.005150951762219877,0.000458114938049806,0.0022292877776247605,0.005150951762219877
ID_5662X6,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_EMVPFU,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_7KALEL,0.033229787406600035,0.1388603145047713,0.3312890066965254,0.033229787406600035,0.1388603145047713,0.3312890066965254
ID_8APH0Q,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05
ID_KR985R,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05
ID_87YV3I,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_TR8ASA,0.000458114938049806,0.0022292877776247605,0.005150951762219877,0.000458114938049806,0.0022292877776247605,0.005150951762219877
ID_MCNRLY,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_U2C1OY,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05
ID_02VC5B,0.0009095130059258263,0.0038848076303114156,0.0124012804974357,0.0009095130059258263,0.0038848076303114156,0.0124012804974357
ID_IMR2O6,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_11U5X3,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_BWQ4QE,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_LMJQO0,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_J8X1JQ,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_IVOGMZ,0.001458508275785367,0.17927605529280002,0.2674954105341891,0.001458508275785367,0.17927605529280002,0.2674954105341891
ID_Z9OCJD,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_W22JQT,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05
ID_JG6KVB,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_IRIQ9N,0.0008461692223513228,0.059125151978743254,0.08902644344405404,0.0008461692223513228,0.059125151978743254,0.08902644344405404
ID_O059B0,0.0009095130059258263,0.0038848076303114156,0.0124012804974357,0.0009095130059258263,0.0038848076303114156,0.0124012804974357
ID_CTIZD5,0.0009095130059258263,0.0038848076303114156,0.0124012804974357,0.0009095130059258263,0.0038848076303114156,0.0124012804974357
ID_ZIXA8E,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_NB1NLU,0.00017292923938101932,0.0017664276119155969,0.004494006765903911,0.00017292923938101932,0.0017664276119155969,0.004494006765903911
ID_U6ULCZ,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_QSX3RO,0.001458508275785367,0.17927605529280002,0.2674954105341891,0.001458508275785367,0.17927605529280002,0.2674954105341891
ID_1UA6WQ,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_XPSO6B,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05
ID_2ZQ7PC,0.0004891041080920436,0.0036966214647681447,0.011491194488648455,0.0004891041080920436,0.0036966214647681447,0.011491194488648455
ID_WDF4T1,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_P6V6NH,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_224AL4,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_BOJ8C6,0.000458114938049806,0.0022292877776247605,0.005150951762219877,0.000458114938049806,0.0022292877776247605,0.005150951762219877
ID_FHTL2A,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05,4.569519855579925e-05,3.924440194007357e-05,7.47252171192511e-05
ID_4JT5BR,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_3JRM7J,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05
ID_QCP4DY,0.0005745417121233306,0.0018147069642584957,0.0026575034303864117,0.0005745417121233306,0.0018147069642584957,0.0026575034303864117
ID_N9NVTY,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_L8NEX2,0.0009095130059258263,0.0038848076303114156,0.0124012804974357,0.0009095130059258263,0.0038848076303114156,0.0124012804974357
ID_V0ITZI,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_U810NE,0.0009095130059258263,0.0038848076303114156,0.0124012804974357,0.0009095130059258263,0.0038848076303114156,0.0124012804974357
ID_T7IUG7,0.0005351562497052102,0.002297412305524977,0.004610438238330494,0.0005351562497052102,0.002297412305524977,0.004610438238330494
ID_P2HPA7,0.0009095130059258263,0.0038848076303114156,0.0124012804974357,0.0009095130059258263,0.0038848076303114156,0.0124012804974357
ID_7HCA07,0.0004891041080920436,0.0036966214647681447,0.011491194488648455,0.0004891041080920436,0.0036966214647681447,0.011491194488648455
ID_H1MCDH,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05,2.1102723887016795e-05,2.901093835253425e-05,5.83443660515587e-05
ID_JAGL6N,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05,2.3369802308034668e-05,2.5836253392578216e-05,3.459048417376826e-05
ID_Q07G0X,1.5137923313851488e-05,4.245901468847012e-05,3.728665006628752e-05,1.5137923313851488e-05,4.245901468847012e-05,3.728665006628752e-05
ID_GFGBJP,1.4968194561042805e-05,3.2463828089149204e-05,3.320354175248849e-05,1.4968194561042805e-05,3.2463828089149204e-05,3.320354175248849e-05
ID_CCCZIE,1.0915564670453984e-05,1.338755574027198e-05,1.7231674592176446e-05,1.0915564670453984e-05,1.338755574027198e-05,1.7231674592176446e-05
ID_590HV5,2.0426665731436206e-05,4.6622525362260614e-05,5.5059010285911394e-05,2.0426665731436206e-05,4.6622525362260614e-05,5.5059010285911394e-05
ID_3V4E7G,6.115324255005276e-05,8.524436387119859e-05,0.0001689442192747375,6.115324255005276e-05,8.524436387119859e-05,0.0001689442192747375
ID_GIQVVF,6.115324255005276e-05,8.524436387119859e-05,0.0001689442192747375,6.115324255005276e-05,8.524436387119859e-05,0.0001689442192747375
ID_QLQOL2,1.6637077765326862e-05,1.5651623508639735e-05,2.343382383858601e-05,1.6637077765326862e-05,1.5651623508639735e-05,2.343382383858601e-05
ID_0CE2HK,1.4968194561042805e-05,3.2463828089149204e-05,3.320354175248849e-05,1.4968194561042805e-05,3.2463828089149204e-05,3.320354175248849e-05
ID_QG2TA1,1.2902548449638314e-05,1.8344781983311504e-05,2.0505683868332115e-05,1.2902548449638314e-05,1.8344781983311504e-05,2.0505683868332115e-05
ID_06I476,9.209671560381638e-06,1.222384660656635e-05,1.563807551354066e-05,9.209671560381638e-06,1.222384660656635e-05,1.563807551354066e-05
